Protocol,Source IP Address,Source Port,Destination IP Address,Destination Port,Captured Length 
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1418
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1406
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1358
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1406
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1394
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1513
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,782
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1274
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1394
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,630
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,722
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1513
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,855
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
